¶r¿Wß«∏π,¶r,≥°≠∫,µßµe,•X≤{¿W¶∏,≤÷øn¿W¶∏,≤÷øn¶ §¿§Ò
2340,√∆,¶‰,19,22,992078,98.63022142
2341,ƒÃ,∞®,20,22,992100,98.63240862
2342,≈Ω,‘I,22,22,992122,98.63459581
2343,§‡,§‡,04,21,992143,98.63668358
2344,•C,§@,05,21,992164,98.63877135
2345,•∞,§},05,21,992185,98.64085913
2346,®b,§ı,07,21,992206,98.64294690
2347,©’,§‚,08,21,992227,98.64503468
2348,©Ÿ,§‚,08,21,992248,98.64712245
2349,™∑,∆‘,08,21,992269,98.64921022
2350,´q,§S,09,21,992290,98.65129800
2351,¨Ω,§¸,09,21,992311,98.65338577
2352,≠˘,§f,10,21,992332,98.65547355
2353,Æ¨,§ﬂ,10,21,992353,98.65756132
2354,Æ ,§È,10,21,992374,98.65964909
2355,Æÿ,§Ï,10,21,992395,98.66173687
2356,ØO,§ı,10,21,992416,98.66382464
2357,±∑,§‚,11,21,992437,98.66591242
2358,¥€,§Ì,12,21,992458,98.66800019
2359,µ◊, J,12,21,992479,98.67008796
2360,∂ı,§g,13,21,992500,98.67217574
2361,∑Ÿ,§ı,13,21,992521,98.67426351
2362,∏v,¶÷,13,21,992542,98.67635129
2363,∏‚,®•,13,21,992563,98.67843906
2364,∫b,§Ï,14,21,992584,98.68052683
2365,∫“,•€,14,21,992605,98.68261461
2366,ª∫,∆÷,14,21,992626,98.68470238
2367,ºY,§g,15,21,992647,98.68679016
2368,º›,…_,15,21,992668,98.68887793
2369,Ωl,¶Õ,15,21,992689,98.69096570
2370,æ∏,§f,16,21,992710,98.69305348
2371,æÎ,§Ï,16,21,992731,98.69514125
2372,¿e,∞©,16,21,992752,98.69722903
2373,¿È,§ı,17,21,992773,98.69931680
2374,ƒF,∞®,19,21,992794,98.70140457
2375,ƒÎ,§˚,20,21,992815,98.70349235
2376,Áx, J,15,21,992836,98.70558012
2377,Ï°,≥Ω,16,21,992857,98.70766790
2378,•Î,§H,06,20,992877,98.70965625
2379,¶‡,¶‡,06,20,992897,98.71164461
2380,ßº,§q,07,20,992917,98.71363297
2381,™€, J,08,20,992937,98.71562132
2382,™ﬁ, J,08,20,992957,98.71760968
2383,≠¡,§H,10,20,992977,98.71959803
2384,ÆS,§k,10,20,992997,98.72158639
2385,Æ_,∆À,10,20,993017,98.72357475
2386,Æµ,§‚,10,20,993037,98.72556310
2387,Ææ,§‚,10,20,993057,98.72755146
2388,Æ‚,§Ï,10,20,993077,98.72953981
2389,Æ‰,§Ï,10,20,993097,98.73152817
2390,ÆÔ,…_,10,20,993117,98.73351653
2391,≤¬,¶À,11,20,993137,98.73550488
2392,≥D,¶‰,11,20,993157,98.73749324
2393,≥˝,§h,12,20,993177,98.73948160
2394,¥ƒ,§Ï,12,20,993197,98.74146995
2395,∂e,∆÷,12,20,993217,98.74345831
2396,∑@,§k,13,20,993237,98.74544666
2397,∑Â,•…,13,20,993257,98.74743502
2398,π¬,§f,14,20,993277,98.74942338
2399,ªÏ,‘I,14,20,993297,98.75141173
2400,Ω],•›,15,20,993317,98.75340009
2401,øs,•ﬁ,16,20,993337,98.75538845
2402,¿™,§q,17,20,993357,98.75737680
2403,¬´,•ﬁ,18,20,993377,98.75936516
2404,≈´,®©,22,20,993397,98.76135351
2405,§´,§G,04,19,993416,98.76324245
2406,•»,•»,05,19,993435,98.76513139
2407,•Ÿ,•Ÿ,05,19,993454,98.76702033
2408,¶Q,§f,06,19,993473,98.76890927
2409,¶i,§j,06,19,993492,98.77079821
2410,®K,§Ù,07,19,993511,98.77268714
2411,®~, J,07,19,993530,98.77457608
2412,≠h, O,09,19,993549,98.77646502
2413,≠·,∆≈,10,19,993568,98.77835396
2414,Æﬁ,§Ï,10,19,993587,98.78024290
2415,ØT,§¸,10,19,993606,98.78213184
2416,Øx,•⁄,10,19,993625,98.78402077
2417,ØØ,•›,10,19,993644,98.78590971
2418,∞d,®∞,10,19,993663,98.78779865
2419,±e,∆Œ,11,19,993682,98.78968759
2420,±l,∆—,11,19,993701,98.79157653
2421,≥V,®£,11,19,993720,98.79346547
2422,≥˛,§j,12,19,993739,98.79535440
2423,¥n,§ﬂ,12,19,993758,98.79724334
2424,¥‘,§Ï,12,19,993777,98.79913228
2425,¥‡,§Ú,12,19,993796,98.80102122
2426,¥Ï,§Ù,12,19,993815,98.80291016
2427,¥˝,§Ù,12,19,993834,98.80479910
2428,∂¥,≠≥,12,19,993853,98.80668803
2429,∑H,∆Œ,13,19,993872,98.80857697
2430,ºJ,§f,15,19,993891,98.81046591
2431,ΩÎ,®´,15,19,993910,98.81235485
2432,ΩÚ,®¨,15,19,993929,98.81424379
2433,æQ,™˜,15,19,993948,98.81613273
2434,ø|,¶Ã,16,19,993967,98.81802167
2435,øˆ,™˜,16,19,993986,98.81991060
2436,¿N,´B,16,19,994005,98.82179954
2437,¿ﬂ,§Ù,17,19,994024,98.82368848
2438,¡˝,≠π,17,19,994043,98.82557742
2439,¬ﬂ,®≠,18,19,994062,98.82746636
2440,√´,•‹,19,19,994081,98.82935530
2441,ƒd,§‚,20,19,994100,98.83124423
2442,∆v,®ß,28,19,994119,98.83313317
2443,§˛,§@,05,18,994137,98.83492269
2444,ßÊ,§‚,07,18,994155,98.83671221
2445,®L,§Ù,07,18,994173,98.83850173
2446,®f,§¸,07,18,994191,98.84029125
2447,®o,•⁄,07,18,994209,98.84208077
2448,©G,§f,08,18,994227,98.84387030
2449,´Ú,§ﬂ,09,18,994245,98.84565982
2450,¨™,§Ù,09,18,994263,98.84744934
2451,¨◊,•◊,09,18,994281,98.84923886
2452,≠Æ,™˙,09,18,994299,98.85102838
2453,Æø,§‚,10,18,994317,98.85281790
2454,∞@, O,10,18,994335,98.85460742
2455,≥r,∆÷,11,18,994353,98.85639694
2456,¥ﬂ,…_,12,18,994371,98.85818646
2457,¥Í,§Ù,12,18,994389,98.85997598
2458,∂d,®Ø,12,18,994407,98.86176550
2459,∑u,§È,13,18,994425,98.86355502
2460,∑¨,§Ï,13,18,994443,98.86534454
2461,∑≤,§Ì,13,18,994461,98.86713406
2462,πÊ,∆À,14,18,994479,98.86892358
2463,∫”,•€,14,18,994497,98.87071310
2464,ª∂,®Ø,14,18,994515,98.87250262
2465,ª˙,§H,15,18,994533,98.87429215
2466,ΩK,•÷,15,18,994551,98.87608167
2467,æ˛,§Ù,16,18,994569,98.87787119
2468,ø∞,¶◊,16,18,994587,98.87966071
2469,¡≥,¶‰,17,18,994605,98.88145023
2470,¬p,§Ù,18,18,994623,98.88323975
2471,¬°,∆‘,18,18,994641,98.88502927
2472,√i,§ﬂ,19,18,994659,98.88681879
2473,√”,®•,19,18,994677,98.88860831
2474,√€,®¨,19,18,994695,98.89039783
2475,ƒ˙,¶‰,21,18,994713,98.89218735
2476,(∆A),¶‚,24,18,994731,98.89397687
2477,§®,∆¿,04,17,994748,98.89566697
2478,ßæ,§r,07,17,994765,98.89735708
2479,®d,§˚,07,17,994782,98.89904718
2480,®u, I,07,17,994799,98.90073728
2481,®˛,§f,08,17,994816,98.90242739
2482,©¯,§È,08,17,994833,98.90411749
2483,™√,•›,08,17,994850,98.90580759
2484,™◊,¶⁄,08,17,994867,98.90749769
2485,´L,§H,09,17,994884,98.90918780
2486,Æm,§s,10,17,994901,98.91087790
2487,Æ€,§Ï,10,17,994918,98.91256800
2488,ØU,§¸,10,17,994935,98.91425810
2489,∞\,À§,10,17,994952,98.91594821
2490,≤Ø,•◊,11,17,994969,98.91763831
2491,≤€,¶œ,11,17,994986,98.91932841
2492,≤‰,¶◊,11,17,995003,98.92101852
2493,≥ˆ,§g,12,17,995020,98.92270862
2494,¥@,§k,12,17,995037,98.92439872
2495,µ©,¶À,12,17,995054,98.92608882
2496,∂B,®•,12,17,995071,98.92777893
2497,∑π,§Ù,13,17,995088,98.92946903
2498,∏L,•€,13,17,995105,98.93115913
2499,π_,™˜,13,17,995122,98.93284923
2500,π‘,§g,14,17,995139,98.93453934
2501,π¯,∆Œ,14,17,995156,98.93622944
2502,∫[,§È,14,17,995173,98.93791954
2503,∫æ,•…,14,17,995190,98.93960965
2504,∫ı,¶Õ,14,17,995207,98.94129975
2505,ªa, J,14,17,995224,98.94298985
2506,ª√,®ª,14,17,995241,98.94467995
2507,º—,§Ï,15,17,995258,98.94637006
2508,Ω_,•›,15,17,995275,98.94806016
2509,æz,∞≠,15,17,995292,98.94975026
2510,(æ±),§O,16,17,995309,98.95144037
2511,æÌ,§Ï,16,17,995326,98.95313047
2512,øm,•‹,16,17,995343,98.95482057
2513,øﬂ,À§,16,17,995360,98.95651067
2514,¿˙,•◊,17,17,995377,98.95820078
2515,¡q,¶’,17,17,995394,98.95989088
2516,¡Â,™˜,17,17,995411,98.96158098
2517,(√®),∆‘,19,17,995428,98.96327108
2518,ƒ˚,¶Á,21,17,995445,98.96496119
2519,ÊC,§Ù,15,17,995462,98.96665129
2520,ˆt,≠∑,21,17,995479,98.96834139
2521,§ø,…B,04,16,995495,98.96993208
2522,•W,…B,05,16,995511,98.97152276
2523,•ﬁ,•ﬁ,05,16,995527,98.97311345
2524,¶|,§y,06,16,995543,98.97470413
2525,¶¡,§Ù,06,16,995559,98.97629482
2526,ß{,§g,07,16,995575,98.97788550
2527,ßÁ,§‚,07,16,995591,98.97947619
2528,®j,•Œ,07,16,995607,98.98106687
2529,®∏,®∂,07,16,995623,98.98265756
2530,©ﬂ,§‚,08,16,995639,98.98424824
2531,´Ô,§ﬂ,09,16,995655,98.98583893
2532,¨L,§È,09,16,995671,98.98742961
2533,¨\,§Ï,09,16,995687,98.98902030
2534,¨],§Ï,09,16,995703,98.99061098
2535,¨Ø,§ı,09,16,995719,98.99220167
2536,≠¬,§H,10,16,995735,98.99379235
2537,Ø`,•–,10,16,995751,98.99538304
2538,±X,§s,11,16,995767,98.99697372
2539,≥Z,®•,11,16,995783,98.99856441
2540,≥w,∆÷,11,16,995799,99.00015509
2541,≥∂,´A,11,16,995815,99.00174578
2542,≥ƒ,§H,12,16,995831,99.00333646
2543,¥Z,∆Œ,12,16,995847,99.00492715
2544,µO,§ı,12,16,995863,99.00651783
2545,µ“, J,12,16,995879,99.00810852
2546,µ”, J,12,16,995895,99.00969920
2547,∂˘,§k,13,16,995911,99.01128989
2548,∑ª,§Ù,13,16,995927,99.01288057
2549,∏V,…®,13,16,995943,99.01447126
2550,ª},®•,14,16,995959,99.01606194
2551,ª≥,®Æ,14,16,995975,99.01765263
2552,Ω\,•›,15,16,995991,99.01924331
2553,Ω•,¶◊,15,16,996007,99.02083400
2554,ΩÃ,®•,15,16,996023,99.02242468
2555,Ω,®¨,15,16,996039,99.02401537
2556,æﬂ,§‚,16,16,996055,99.02560605
2557,ø›,®®,16,16,996071,99.02719674
2558,√˚,´D,19,16,996087,99.02878742
2559,≈o,§f,22,16,996103,99.03037811
2560,”i,¶◊,10,16,996119,99.03196879
2561,”}, J,10,16,996135,99.03355948
2562,§y,§y,03,15,996150,99.03505074
2563,§Ÿ,…K,04,15,996165,99.03654201
2564,ßu,§f,07,15,996180,99.03803328
2565,ß›,§‚,07,15,996195,99.03952454
2566,ßË,§‚,07,15,996210,99.04101581
2567,©‹,§‚,08,15,996225,99.04250708
2568,™T,§Ï,08,15,996240,99.04399835
2569,´Q,§H,09,15,996255,99.04548961
2570,´],§H,09,15,996270,99.04698088
2571,´∏,§k,09,15,996285,99.04847215
2572,Øl,∆‘,10,15,996300,99.04996341
2573,∞v,™˜,10,15,996315,99.05145468
2574,∞Ù,§g,11,15,996330,99.05294595
2575,±s,…L,11,15,996345,99.05443722
2576,≤°,•À,11,15,996360,99.05592848
2577,µ˝,®•,12,15,996375,99.05741975
2578,∑S,§ﬂ,13,15,996390,99.05891102
2579,∑ƒ,§Ù,13,15,996405,99.06040228
2580,∑Ê,•…,13,15,996420,99.06189355
2581,πT,®ª,13,15,996435,99.06338482
2582,∫Ø,§Ù,14,15,996450,99.06487609
2583,ªk,¶‰,14,15,996465,99.06636735
2584,ª÷,™˘,14,15,996480,99.06785862
2585,ªÌ,∞≠,14,15,996495,99.06934989
2586,ø∆,¶Á,16,15,996510,99.07084115
2587,¿n,≥æ,16,15,996525,99.07233242
2588,¡¡,®•,17,15,996540,99.07382369
2589,¬Ù,™˘,18,15,996555,99.07531496
2590,ƒº,®¨,20,15,996570,99.07680622
2591,ƒƒ,™˘,20,15,996585,99.07829749
2592,ƒ–,≥ø,20,15,996600,99.07978876
2593,≈∫,∞®,22,15,996615,99.08128002
2594,≈Ë,∞©,23,15,996630,99.08277129
2595,ÁE,¶ﬁ,15,15,996645,99.08426256
2596,¶E,§M,06,14,996659,99.08565441
2597,®ı,§Q,08,14,996673,99.08704626
2598,©®,§s,08,14,996687,99.08843811
2599,©·,§‚,08,14,996701,99.08982996
2600,©Â,§‚,08,14,996715,99.09122181
2601,©Î,§‚,08,14,996729,99.09261365
2602,≠F,¶◊,09,14,996743,99.09400550
2603,≠{,∆÷,09,14,996757,99.09539735
2604,≠Á,§M,10,14,996771,99.09678920
2605,Æ¢,§ﬂ,10,14,996785,99.09818105
2606,Æ˙,§Ù,10,14,996799,99.09957290
2607,∞u,®ª,10,14,996813,99.10096475
2608,∞…,§O,11,14,996827,99.10235660
2609,±L,§o,11,14,996841,99.10374845
2610,±√,§‚,11,14,996855,99.10514030
2611,≥›,§f,12,14,996869,99.10653215
2612,≥Ô,§f,12,14,996883,99.10792400
2613,¥e,§ﬂ,12,14,996897,99.10931585
2614,¥∏,§È,12,14,996911,99.11070770
2615,¥√,§Ï,12,14,996925,99.11209955
2616,¥ ,§Ï,12,14,996939,99.11349139
2617,µX,•…,12,14,996953,99.11488324
2618,∂ ,§H,13,14,996967,99.11627509
2619,∂›,§f,13,14,996981,99.11766694
2620,∑»,§Ù,13,14,996995,99.11905879
2621,∏X,•›,13,14,997009,99.12045064
2622,π∏,§I,14,14,997023,99.12184249
2623,π√,§f,14,14,997037,99.12323434
2624,∫≤,§ı,14,14,997051,99.12462619
2625,ªp,¶Á,14,14,997065,99.12601804
2626,ªw,®•,14,14,997079,99.12740989
2627,ºœ,§Ï,15,14,997093,99.12880174
2628,Ωp,¶Õ,15,14,997107,99.13019359
2629,ΩÁ,®©,15,14,997121,99.13158544
2630,æL,®ª,15,14,997135,99.13297729
2631,øS,§ı,16,14,997149,99.13436913
2632,¿M,´B,16,14,997163,99.13576098
2633,¿a,≠π,16,14,997177,99.13715283
2634,¡I,•‹,17,14,997191,99.13854468
2635,¡W,¶Ã,17,14,997205,99.13993653
2636,¡§, J,17,14,997219,99.14132838
2637,¡ı,∆◊,17,14,997233,99.14272023
2638,√Ø,¶À,19,14,997247,99.14411208
2639,√«,¶‰,19,14,997261,99.14550393
2640,√’,®•,19,14,997275,99.14689578
2641,•Ô,§H,06,13,997288,99.14818821
2642,¶˜,§H,07,13,997301,99.14948064
2643,ß^,§f,07,13,997314,99.15077307
2644,ß|,§g,07,13,997327,99.15206550
2645,©q,§k,08,13,997340,99.15335794
2646,´N,§H,09,13,997353,99.15465037
2647,´€,∆—,09,13,997366,99.15594280
2648,¨±,§ı,09,13,997379,99.15723523
2649,¨»,•–,09,13,997392,99.15852766
2650,¨È,•‹,09,13,997405,99.15982009
2651,≠“,§H,10,13,997418,99.16111253
2652,≠Í,…C,10,13,997431,99.16240496
2653,∞A,¶‰,10,13,997444,99.16369739
2654,∞Z,®ß,10,13,997457,99.16498982
2655,∞˚,§k,11,13,997470,99.16628225
2656,±k,∆–,11,13,997483,99.16757468
2657,±∏,§‚,11,13,997496,99.16886711
2658,≤T,§Ù,11,13,997509,99.17015955
2659,≤W,§Ù,11,13,997522,99.17145198
2660,¥B,§k,12,13,997535,99.17274441
2661,∂Ã,§H,13,13,997548,99.17403684
2662,∑w,§È,13,13,997561,99.17532927
2663,∑Œ,§ı,13,13,997574,99.17662170
2664,∏G,•⁄,13,13,997587,99.17791413
2665,∏S,•‹,13,13,997600,99.17920657
2666,∫L,§‚,14,13,997613,99.18049900
2667,∫‹,•ﬂ,14,13,997626,99.18179143
2668,ªÈ,∞®,14,13,997639,99.18308386
2669,ºl,§y,15,13,997652,99.18437629
2670,º¥,§‚,15,13,997665,99.18566872
2671,º¸,•…,15,13,997678,99.18696116
2672,ΩØ, J,15,13,997691,99.18825359
2673,æø,§f,16,13,997704,99.18954602
2674,æÔ,§Ï,16,13,997717,99.19083845
2675,øz,¶À,16,13,997730,99.19213088
2676,¡C,•€,17,13,997743,99.19342331
2677,¡®, J,17,13,997756,99.19471574
2678,¡‡,®ª,17,13,997769,99.19600818
2679,¬º,¶–,18,13,997782,99.19730061
2680,¬¿,¶◊,18,13,997795,99.19859304
2681,¬ÿ,®©,18,13,997808,99.19988547
2682,√∑,¶Õ,19,13,997821,99.20117790
2683,√ ,¶‰,19,13,997834,99.20247033
2684,√Ï,™˜,19,13,997847,99.20376277
2685,ƒ≠, J,20,13,997860,99.20505520
2686,‡±,™˜,13,13,997873,99.20634763
2687,§º,§K,04,12,997885,99.20754064
2688,•M,§H,05,12,997897,99.20873366
2689,•^,∆∆,05,12,997909,99.20992667
2690,¶»,§˚,06,12,997921,99.21111968
2691,ß`,§f,07,12,997933,99.21231270
2692,ßÒ,∆“,07,12,997945,99.21350571
2693,®¿,™˙,07,12,997957,99.21469872
2694,©{,∆À,08,12,997969,99.21589174
2695,™E,§Ï,08,12,997981,99.21708475
2696,™•,§ı,08,12,997993,99.21827777
2697,™˚,™˙,08,12,998005,99.21947078
2698,¨∂,§ı,09,12,998017,99.22066379
2699,Æ∫,§‚,10,12,998029,99.22185681
2700,∞∫,§H,11,12,998041,99.22304982
2701,≤N,§Ù,11,12,998053,99.22424283
2702,≤≤,•ÿ,11,12,998065,99.22543585
2703,≤¡,¶À,11,12,998077,99.22662886
2704,≤œ,¶Õ,11,12,998089,99.22782188
2705,≤Ù, J,11,12,998101,99.22901489
2706,¥ı,§Ù,12,12,998113,99.23020790
2707,∑M,§ﬂ,13,12,998125,99.23140092
2708,∑¶,§Ï,13,12,998137,99.23259393
2709,∑∂,§,13,12,998149,99.23378694
2710,∑Ó,•–,13,12,998161,99.23497996
2711,∑Ù,∆‘,13,12,998173,99.23617297
2712,∑˝,•ÿ,13,12,998185,99.23736598
2713,π|,≠∂,13,12,998197,99.23855900
2714,∫K,§‚,14,12,998209,99.23975201
2715,∫p,§Ì,14,12,998221,99.24094503
2716,∫À,•ÿ,14,12,998233,99.24213804
2717,ªÿ,™˙,14,12,998245,99.24333105
2718,ºX,§g,15,12,998257,99.24452407
2719,ºb,§k,15,12,998269,99.24571708
2720,º€,§Ì,15,12,998281,99.24691009
2721,ºÂ,§Ù,15,12,998293,99.24810311
2722,º˝,•…,15,12,998305,99.24929612
2723,æm,∞®,15,12,998317,99.25048914
2724,ø–,®•,16,12,998329,99.25168215
2725,¿U,≠∂,16,12,998341,99.25287516
2726,¿d,∞®,16,12,998353,99.25406818
2727,¿µ,§ﬂ,17,12,998365,99.25526119
2728,¿∑,§ﬂ,17,12,998377,99.25645420
2729,¡v,¶◊,17,12,998389,99.25764722
2730,¡ÿ,∆÷,17,12,998401,99.25884023
2731,¡·,™˜,17,12,998413,99.26003325
2732,¬Q,§f,18,12,998425,99.26122626
2733,ƒi,§Ù,19,12,998437,99.26241927
2734,ƒ},¶Õ,20,12,998449,99.26361229
2735,≈∏,≠∂,22,12,998461,99.26480530
2736,≈Õ,§‚,23,12,998473,99.26599831
2737,≈Ô,≥¿,23,12,998485,99.26719133
2738,∆^,™˜,25,12,998497,99.26838434
2739,§e,§S,03,11,998508,99.26947794
2740,§,§,04,11,998519,99.27057153
2741,•c,§Q,05,11,998530,99.27166513
2742,•m,§f,05,11,998541,99.27275872
2743,¶k,§k,06,11,998552,99.27385232
2744,ßq,§f,07,11,998563,99.27494592
2745,ß≥,§k,07,11,998574,99.27603951
2746,ßˆ,§Ï,07,11,998585,99.27713311
2747,®∞,®∞,07,11,998596,99.27822670
2748,®À,§H,08,11,998607,99.27932030
2749,™y,§Ù,08,11,998618,99.28041390
2750,´t,§f,09,11,998629,99.28150749
2751,¨Ò,¶À,09,11,998640,99.28260109
2752,≠i,¶‰,09,11,998651,99.28369468
2753,≠ﬁ,∆ƒ,10,11,998662,99.28478828
2754,ÆV,§k,10,11,998673,99.28588188
2755,ÆW,§k,10,11,998684,99.28697547
2756,Æ´,§ﬂ,10,11,998695,99.28806907
2757,Øb,•–,10,11,998706,99.28916266
2758,Ø≥,•›,10,11,998717,99.29025626
2759,ØÕ,¶–,10,11,998728,99.29134986
2760,±O,§r,11,11,998739,99.29244345
2761,±ß,§ﬂ,11,11,998750,99.29353705
2762,±‰,§Í,11,11,998761,99.29463064
2763,≤´,∆‘,11,11,998772,99.29572424
2764,≤›,¶–,11,11,998783,99.29681783
2765,¥q,§ﬂ,12,11,998794,99.29791143
2766,µ~,•ﬁ,12,11,998805,99.29900503
2767,∂p,®ª,12,11,998816,99.30009862
2768,π},≠π,13,11,998827,99.30119222
2769,π±,§H,14,11,998838,99.30228581
2770,πÈ,∆À,14,11,998849,99.30337941
2771,πÒ,§s,14,11,998860,99.30447301
2772,∫@,§ﬂ,14,11,998871,99.30556660
2773,∫R,§‚,14,11,998882,99.30666020
2774,∫_,§Ï,14,11,998893,99.30775379
2775,ªJ,¶◊,14,11,998904,99.30884739
2776,ºŒ,§Ï,15,11,998915,99.30994099
2777,ΩÆ, J,15,11,998926,99.31103458
2778,Ω≈,¶Á,15,11,998937,99.31212818
2779,øL,§ı,16,11,998948,99.31322177
2780,ø£,¶Õ,16,11,998959,99.31431537
2781,ø˜,™˜,16,11,998970,99.31540897
2782,¿f,∞©,16,11,998981,99.31650256
2783,¿®,§k,17,11,998992,99.31759616
2784,¿‹,§Ù,17,11,999003,99.31868975
2785,¡O,¶À,17,11,999014,99.31978335
2786,¡∏,¶Á,17,11,999025,99.32087694
2787,¡¿,®•,17,11,999036,99.32197054
2788,¬D,≥Ω,17,11,999047,99.32306414
2789,¬c,§Ï,18,11,999058,99.32415773
2790,¬m,§Ù,18,11,999069,99.32525133
2791,¬§,•ÿ,18,11,999080,99.32634492
2792,√d,∆À,19,11,999091,99.32743852
2793,√g,§ﬂ,19,11,999102,99.32853212
2794,√•,•–,19,11,999113,99.32962571
2795,√¨,•›,19,11,999124,99.33071931
2796,ƒH,≥Ω,19,11,999135,99.33181290
2797,ƒ«,≠π,20,11,999146,99.33290650
2798,≈ı,∆‘,24,11,999157,99.33400010
2799,Àm,•–,07,11,999168,99.33509369
2800,§},§},03,10,999178,99.33608787
2801,§„,§‚,04,10,999188,99.33708205
2802,§¸,§¸,04,10,999198,99.33807623
2803,•f,∆»,05,10,999208,99.33907040
2804,•},…I,05,10,999218,99.34006458
2805,•∂,§‚,05,10,999228,99.34105876
2806,ßÚ,§È,07,10,999238,99.34205294
2807,®V,§Ù,07,10,999248,99.34304712
2808,®–,§H,08,10,999258,99.34404129
2809,™ø,•€,08,10,999268,99.34503547
2810,™«,¶À,08,10,999278,99.34602965
2811,´E,§G,09,10,999288,99.34702383
2812,´•,§f,09,10,999298,99.34801801
2813,´±,§g,09,10,999308,99.34901218
2814,´≥,§j,09,10,999318,99.35000636
2815,´¯,§‚,09,10,999328,99.35100054
2816,¨Â,•€,09,10,999338,99.35199472
2817,≠V, J,09,10,999348,99.35298890
2818,ÆÃ,§È,10,10,999358,99.35398308
2819,Ø¸, J,10,10,999368,99.35497725
2820,∞p,®∂,10,10,999378,99.35597143
2821,∞˘,§k,11,10,999388,99.35696561
2822,±t,…L,11,10,999398,99.35795979
2823,≤_,§Ù,11,10,999408,99.35895397
2824,≤q,§¸,11,10,999418,99.35994814
2825,≤∑,•ÿ,11,10,999428,99.36094232
2826,≥T,¶Á,11,10,999438,99.36193650
2827,¥A,§k,12,10,999448,99.36293068
2828,¥w,§‚,12,10,999458,99.36392486
2829,µV,§¸,12,10,999468,99.36491903
2830,µ—, J,12,10,999478,99.36591321
2831,µˆ,¶Á,12,10,999488,99.36690739
2832,∑i,§‚,13,10,999498,99.36790157
2833,∑£,§Ï,13,10,999508,99.36889575
2834,∏{,¶◊,13,10,999518,99.36988992
2835,∏ﬁ,®•,13,10,999528,99.37088410
2836,∫´,§Ù,14,10,999538,99.37187828
2837,∫∂,§ı,14,10,999548,99.37287246
2838,ªZ, J,14,10,999558,99.37386664
2839,ªq,¶Á,14,10,999568,99.37486082
2840,æj,≠π,15,10,999578,99.37585499
2841,æ”,§ﬂ,16,10,999588,99.37684917
2842,æÒ,§Ï,16,10,999598,99.37784335
2843,øŒ,®•,16,10,999608,99.37883753
2844,ø„,®¨,16,10,999618,99.37983171
2845,¿Î,§ı,17,10,999628,99.38082588
2846,¿˝,•ÿ,17,10,999638,99.38182006
2847,¡G,•€,17,10,999648,99.38281424
2848,¡¶, J,17,10,999658,99.38380842
2849,¬Y,§‚,18,10,999668,99.38480260
2850,¬f,§Ï,18,10,999678,99.38579677
2851,¬·,®Æ,18,10,999688,99.38679095
2852,¬Á,®Ω,18,10,999698,99.38778513
2853,√w,§Ù,19,10,999708,99.38877931
2854,≈“,¶À,23,10,999718,99.38977349
2855,∆V,§Ï,25,10,999728,99.39076766
2856,À≥,§H,08,10,999738,99.39176184
2857,Õa,§¸,08,10,999748,99.39275602
2858,Õ∫, J,08,10,999758,99.39375020
2859,”V,¶Õ,10,10,999768,99.39474438
2860,ﬁ‰,•€,13,10,999778,99.39573856
2861,•n,§f,05,9,999787,99.39663332
2862,•›,•›,05,9,999796,99.39752808
2863,¶≤,§Í,06,9,999805,99.39842284
2864,¶¥,§Ï,06,9,999814,99.39931760
2865,¶ˆ,§H,07,9,999823,99.40021236
2866,ß≤,§k,07,9,999832,99.40110712
2867,ß»,∆Œ,07,9,999841,99.40200188
2868,®_,§ı,07,9,999850,99.40289664
2869,®ˆ,§R,08,9,999859,99.40379140
2870,©k,§k,08,9,999868,99.40468616
2871,©´,§y,08,9,999877,99.40558092
2872,™P,§Ï,08,9,999886,99.40647568
2873,´\,§H,09,9,999895,99.40737044
2874,´|,§f,09,9,999904,99.40826520
2875,´Ø,§g,09,9,999913,99.40915996
2876,´º,§k,09,9,999922,99.41005472
2877,´˛,§‚,09,9,999931,99.41094948
2878,¨h,§Ï,09,9,999940,99.41184424
2879,¨§,§Ù,09,9,999949,99.41273900
2880,≠A,¶”,09,9,999958,99.41363376
2881,≠°,∆÷,09,9,999967,99.41452852
2882,≠∆,§H,10,9,999976,99.41542328
2883,≠Ô,§f,10,9,999985,99.41631804
2884,±U,§s,11,9,999994,99.41721280
2885,±Ÿ,§Á,11,9,1000003,99.41810756
2886,≥¸,§h,12,9,1000012,99.41900232
2887,¥O,§s,12,9,1000021,99.41989708
2888,¥·,…a,12,9,1000030,99.42079184
2889,µR,§˚,12,9,1000039,99.42168660
2890,µm,∆‘,12,9,1000048,99.42258136
2891,µ‘, J,12,9,1000057,99.42347612
2892,∂F,®•,12,9,1000066,99.42437088
2893,∂Ì,§g,13,9,1000075,99.42526564
2894,∂Û,§f,13,9,1000084,99.42616040
2895,∑\,§ﬂ,13,9,1000093,99.42705516
2896,∏Y,•›,13,9,1000102,99.42794993
2897,∏x,¶◊,13,9,1000111,99.42884469
2898,πK,∆÷,13,9,1000120,99.42973945
2899,πx,≠∂,13,9,1000129,99.43063421
2900,πÏ,∆À,14,9,1000138,99.43152897
2901,∫h,§Ï,14,9,1000147,99.43242373
2902,∫»,∆‘,14,9,1000156,99.43331849
2903,∫Û,¶Õ,14,9,1000165,99.43421325
2904,ªF,¶÷,14,9,1000174,99.43510801
2905,ªd,¶‰,14,9,1000183,99.43600277
2906,ª¸,§H,15,9,1000192,99.43689753
