
!	！
#	＃
$	＄
eex	沝
eex	淥
eex	淼
eex	溙
eex	漮
eex	漀
eex	潻
eex	濴
ef	淡
ef	漁
ef	濕
ef	燙
ef	鯊
efx	洃
efx	湠
efx	湫
efx	溔
efx	潶
efx	潕
efx	潐
efx	瀌
eg	注
eg	汪
eg	潤
eg	溼
eg	塗
eg	湟
eg	浬
eg	涯
eg	淫
eg	湮
eg	渥
eg	湩
eg	潼
eg	涅
eg3	深坑鄉
egx	泩
egx	洼
egx	洷
egx	垽
egx	浧
egx	淕
egx	堻
egx	湹
egx	湦
egx	塣
egx	溎
egx	漥
egx	滻
egx	漜
egx	漟
egx	瀍
egx	瀅
egx	灅
egyp	注意
ei	減
ei	淺
ei	滅
ei	濺
ei	洩
ei	泯
eix	汦
eix	泧
eix	涐
eix	淢
eix	渽
eix	濈
eix	濊
eix	瀎
eix	瀸
eix	瀻
ej	準
ej	洋
ej	澤
ej	潭
ej	津
ej	汁
ej	汗
ej	滓
ej	淬
ej	漳
ej	湃
ej	滸
ejx	汻
ejx	泮
ejx	泙
ejx	洚
ejx	洠
ejx	浶
ejx	涆
ejx	涬
ejx	淖
ejx	湋
ejx	湕
ejx	滜
ejx	溿
ejx	滸
ejx	滭
ejx	潾
ejx	潬
ejx	澕
ejx	潷
ejx	澣
ejx	澼
ejx	澥
ejx	濣
ejx	濢
ek	漢
ek	決
ek	溪
ek	漠
ek	澳
ek	渙
ek	汰
ek	湊
ek	淚
ek	泱
ek	沃
ek	濮
ek	浹
ek	溴
ekx	汏
ekx	汱
ekx	泆
ekx	洟
ekx	洑
ekx	浂
ekx	涘
ekx	涋
ekx	洖
ekx	淏
ekx	渼
ekx	渜
ekx	湀
ekx	湨
ekx	湥
ekx	渶
ekx	漺
ekx	澞
el	沖
elx	浺
elx	溞
elx	滍
elx	漒
elx	瀜
em	江
em	溫
em	盜
em	滔
em	濫
em	渣
em	沮
em	泜
em	洫
em	涎
em	溢
em	澀
em	涇
em	涵
em	盪
em	渲
em	瀝
em	沍
em	洹
em	溘
em	澶
em	瀘
em	瀣
em3	湖西鄉
emx	沚
emx	泹
emx	涳
emx	淔
emx	淽
emx	渱
emx	湓
emx	溠
emx	澅
emx	澨
emx	濜
emx	濭
emx	瀊
emx	瀣
emx	灆
emx	灖
emx	灗
emx	灩
en	灣
en	湯
en	湧
en	瀚
en	洵
en	污
en	濁
en	沸
en	瀉
en	洶
en	淘
en	溺
en	渤
en	滂
en	涕
en	潟
en	汾
en	沔
en	沏
enob	灣仔
enx	氻
enx	汋
enx	汸
enx	沏
enx	沕
enx	泐
enx	泃
enx	泲
enx	泀
enx	泑
enx	洿
enx	洘
enx	涄
enx	淓
enx	淗
enx	溈
enx	渹
enx	滃
enx	溤
enx	漹
enx	漡
enx	澇
enx	潝
enx	瀳
enx	灟
eo	漩
eo	漱
eo	浹
eo3	湖內鄉
eox	浞
eox	淀
eox	湜
eox	潀
eox	漇
eox	漎
eox	濋
eox	澰
ep	濾
ep	添
ep	泌
ep	沁
ep	懣
ep	涊
epx	淴
epx	淰
epx	惉
epx	漶
epx	潓
epx	澺
epx	濏
epx	澸
epx	濍
epx	濦
epx	濨
epx	懘
epx	瀗
er	治
er	活
er	浩
er	滄
er	洛
er	涪
er	浴
er	洽
er	沿
er	沾
er	沽
er	沼
er	溶
er3	湖口鄉
erx	呇
erx	泇
erx	沰
erx	洳
erx	洺
erx	洁
erx	洉
erx	涒
erx	浯
erx	涫
erx	涺
erx	涻
erx	湉
erx	湁
erx	渃
erx	湱
erx	硰
erx	溏
erx	滘
erx	澔
erx	潞
erx	瀢
erx	瀯
et	澄
et	泣
et	澧
etx	汧
etx	汫
etx	泔
etx	洴
etx	浢
etx	湴
etx	渀
etx	淠
etx	渰
etx	溰
etx	漭
etx	濞
etx	灃
eu	汕
eux	泏
eux	淈
eux	滵
ev	婆
ev	淒
ev	汝
ev	娑
evx	洝
evx	浽
evx	漊
evx	瀴
ew	酒
ew	潘
ew	油
ew	湘
ew	藩
ew	瀋
ew	溜
ew	滷
ew	濬
ew	泗
ew	泅
ew	洎
ew	涸
ew	淄
ew	湎
ew	湄
ew	洒
ew3	水里鄉
ewx	沺
ewx	洒
ewx	洄
ewx	浀
ewx	洇
ewx	涃
ewx	湢
ewx	渻
ewx	渵
ewx	滀
ewx	溷
ewx	漍
ewx	潿
ewx	濇
ewx	澢
ewx	灀
ex	沒
ex	淑
ex	波
ex	激
ex	渡
ex	浸
ex	液
ex	漫
ex	澈
ex	潑
ex	汶
ex	浚
ex	澱
ex	汲
ex	湲
ex	濩
ex	瀲
exx	汊
exx	汳
exx	汥
exx	沷
exx	洨
exx	浭
exx	浟
exx	淩
exx	溦
exx	溲
exx	滱
exx	漃
exx	潎
exx	漵
exx	滶
exx	澉
exx	澂
exx	澓
exx	潡
exx	濲
exx	瀔
exx	瀀
exx	瀫
ey	添
ey	源
ey	濂
ey	涼
ey	漂
ey	潦
ey	淤
ey	淙
ey	汴
ey	泠
ey3	溪州鄉
ey3	水上鄉
ey3	滿州鄉
ey3	池上鄉
ey3	海端鄉
eyc	潮州鎮
eyx	沶
eyx	泝
eyx	浾
eyx	渿
eyx	溓
eyx	漈
eyx	澋
eyx	澪
eyx	澿
ez	漣
f	火
f'	炮
f'	焜
f'x	灺
f'x	炖
f'x	烢
f'x	焥
f'x	煁
f'x	煢
f'x	熂
f'x	熩
f'x	熝
f'x	甇
f,	炒
f,x	烿
f,x	熪
f,x	爩
f-	燒
f-	炕
f-	烷
f-x	炾
f-x	烑
f-x	烍
f-x	烷
f-x	熀
f-x	覢
f-x	覮
f-x	爦
f.	燧
f.x	烼
f/x	炂
f0	鶯
f0	燿
f0x	燿
f0x	爟
f1	烯
f1x	炘
f1x	熽
f2	煇
f2x	煇
f3	炫
f3	縈
f4x	謍
f5	煩
f5x	熉
f5x	燲
f5x	顃
f5x	顲
f8	烘
f8x	烡
f8x	熐
f8x	熿
f8x	熼
f8x	爌
f9x	郯
f;x	燖
f;x	燇
f;x	燽
f;x	爝
f=x	烸
f[	炬
f[	煨
f[x	烺
f[x	熰
f[x	褮
f[x	爙
f]	焰
f]x	爓
f`	Ｆ
f``	ㄑ
f`l	ｆ
fa	爛
fa	燴
fa	燜
fa	熠
fax	焟
fax	熠
fax	熸
fax	燘
fb	炳
fb	炯
fb	燸
fbx	剡
fbx	烠
fbx	烔
fbx	烆
fbx	烰
fbx	烳
fbx	焆
fbx	焞
fbx	焨
fbx	煸
fbx	煟
fbx	煓
fbx	熇
fbx	熁
fbx	膋
fbx	熵
fbx	熥
fbx	燏
fbx	燆
fbx	燤
fbx	爚
fcx	鎣
fd	榮
fd	燦
fd	煤
fd	燥
fd	爛
fd	煉
fd	爍
fd	燊
fdx	炑
fdx	煣
fdx	煠
fdx	燊
fdx	爃
fe	爆
fex	滎
ff	燃
ff	炎
ff	焱
ff	熒
ff	燻
ffx	焱
ffx	煍
ffx	燋
ffx	燚
ffx	爊
ffx	爣
fg	煌
fg	煙
fg	瑩
fg	灶
fg	塋
fg	炷
fgx	炷
fgx	烓
fgx	烇
fgx	煃
fgx	煋
fgx	煄
fgx	熞
fgx	爅
fi	熾
fix	烒
fix	煘
fix	燨
fix	爔
fj	焊
fj	烽
fj	燁
fj	煒
fj	燐
fj	烊
fj	犖
fjx	炓
fjx	焠
fjx	焯
fjx	煒
fjx	煡
fjx	煂
fjx	熚
fjx	燂
fjx	燀
fjx	燁
fjx	燡
fk	煥
fk	燠
fkx	炔
fkx	炴
fkx	煐
fkx	熯
fl	螢
flx	爞
fm	炸
fm	爐
fm	焰
fm	燼
fm	烴
fmc	鶯歌鎮
fmx	灴
fmx	炄
fmx	炟
fmx	炡
fmx	烜
fmx	烅
fmx	烴
fmx	烶
fmx	烻
fmx	焢
fmx	熅
fmx	熆
fmx	爁
fmx	爧
fn	勞
fn	烤
fn	煽
fn	燭
fn	灼
fn	煬
fnx	灱
fnx	焍
fnx	焗
fo	炊
fo	焿
fox	烗
fox	欻
fox	焮
fp	熄
fp	燜
fpx	熜
fpx	燱
fr	營
fr	熔
fr	炤
fr	烙
fr	焙
frx	烚
frx	焐
frx	焓
frx	焀
frx	煔
frx	煰
frx	煻
frx	熗
ft	燈
ft	煜
ftx	焺
ftx	熤
fux	罃
fvx	嫈
fvx	熡
fwx	煝
fwx	煪
fwx	燔
fwx	醟
fx	燬
fx	燉
fx	煆
fx	煖
fx	燮
fxx	炆
fxx	焌
fxx	敥
fxx	焲
fxx	熳
fxx	燰
fy	燎
fyx	炵
fyx	炩
fyx	烞
fyx	熛
fyx	禜
fz	燧
g	土
g	士
g'	地
g'	起
g'	老
g'	執
g'	塊
g'	堪
g'	耄
g'	圯
g'	圮
g'3	壽豐鄉
g'wr	地點
g'x	圠
g'x	圮
g'x	圪
g'x	坉
g'x	坭
g'x	坨
g'x	垞
g'x	垝
g'x	埢
g'x	埶
g'x	亄
g'x	赩
g'x	墘
g'x	塶
g'x	甏
g'x	鼁
g'x	鼀
g'x	虌
g'yn	地方
g,	彭
g,	趁
g,	埗
g,x	赻
g,x	趍
g,x	墋
g-	堯
g-	規
g-	境
g-	坑
g-x	垗
g-x	垙
g-x	垸
g-x	堍
g-x	堄
g-x	堸
g-x	趒
g-x	覟
g-x	墝
g-x	趬
g-x	覿
g.	壕
g.	塚
g.x	坅
g.x	埁
g.x	瓡
g.x	壉
g/	去
g/	塊
g/,j	去年
g0	堆
g0x	墔
g0x	趡
g0x	鴶
g0x	鵱
g0x	趯
g0x	鷇
g0x	鷙
g1	坤
g1	幫
g1	赳
g1	圳
g1	圻
g1x	埽
g1x	墆
g1x	壣
g1x	鼘
g1y	臺北市
g2	輦
g3x	縶
g4x	謦
g4x	謺
g5	賣
g5	墳
g5	頡
g5	贄
g5	贅
g5x	塤
g5x	赬
g5x	贄
g5x	顤
g5x	趲
g73	吉安鄉
g8	填
g8	壙
g8x	埧
g8x	塓
g8x	趪
g9	都
g9	聲
g9	郝
g9g	吉隆坡
g9x	邞
g9x	邽
g9x	邿
g9x	垹
g9x	墎
g;	封
g;	壽
g;	寺
g;	塒
g;x	埒
g;x	尌
g;x	塼
g;x	墫
g;x	壿
g;x	壔
g=	坶
g=x	毐
g=x	坶
g=x	堨
g=x	朅
g[	袁
g[	壞
g[	堰
g[	壤
g[	垠
g[3	埔鹽鄉
g[x	埌
g[x	壾
g[x	鼚
g]x	埳
g`	Ｇ
g``	ㄕ
g`c	土庫鎮
g`l	ｇ
ga	者
ga	增
ga	替
ga	堵
ga	赭
ga	馨
ga	耆
gax	堷
gax	壛
gax	韾
gb	孝
gb	趙
gb	趟
gb	壩
gb	埔
gb	坍
gb	圩
gb	坷
gb	堉
gb	堝
gb	墉
gbx	圢
gbx	刲
gbx	坰
gbx	垀
gbx	垌
gbx	垺
gbx	埆
gbx	垿
gbx	埇
gbx	埻
gbx	堈
gbx	堋
gbx	埥
gbx	埼
gbx	埩
gbx	堣
gbx	堶
gbx	堬
gbx	塉
gbx	塙
gbx	塥
gbx	趔
gbx	墉
gbx	塴
gbx	墑
gbx	壖
gbx	趫
gbx	毊
gcx	趛
gcx	鋆
gcx	鏧
gd3	坪林鄉
gd[	士林區
gdx	垛
gdx	堔
gdx	埬
gdx	堁
gdx	埰
gdx	堞
gdx	堜
gdx	塛
gdx	趎
gdx	趓
gdx	槷
gdx	壈
gdx	趮
ge,	臺灣省
gex	埭
gf	熱
gf	熬
gf	煮
gf	熹
gf	壎
gf	燾
gfx	埮
gfx	燅
gfx	趭
gg	臺
gg	圭
gg	垚
gg	埋
gg	墊
gg	釐
gg	耋
gg	埕
gg1'	臺北
gg3	土城鄉
ggdw	臺東
ggen	臺灣
ggjb	臺南
ggjd	臺東
ggl	臺中
ggm'	臺北
ggx	坴
ggx	垤
ggx	垚
ggx	埕
ggx	堐
ggx	堙
ggx	埵
ggx	堹
ggx	堭
ggx	墐
ggx	趖
ggx	墥
ggx	鼞
ggy	土城市
gh	里
gi	城
gi	越
gi	戴
gi	載
gi	域
gi	截
gi	裁
gi	栽
gi	哉
gix	坁
gix	堿
gix	胾
gix	臷
gix	蛓
gix	酨
gj	幸
gj	坪
gj	趕
gj	埠
gj	埤
gj	墀
gj	犛
gj	鼙
gjx	坢
gjx	垟
gjx	垏
gjx	垶
gjx	赶
gjx	埣
gjx	埲
gjx	犎
gjx	墇
gjx	墠
gjx	趠
gjx	墿
gjx	鞤
gk	埃
gk	塽
gk	堠
gkx	坱
gkx	垘
gkx	赽
gkx	堧
gkx	塻
gkx	墣
gkx	墺
gl	螫
gl	蟄
gl[	城中區
glx	赨
glx	螜
glx	蟄
glx	鼜
gm	址
gm	坦
gm	壢
gm	垣
gm	壺
gm	盍
gm	塭
gm	壇
gm	坯
gm	埡
gm3	埤頭鄉
gmx	坯
gmx	坵
gmx	坻
gmx	埴
gmx	埏
gmx	埡
gmx	堩
gmx	趄
gmx	堽
gmx	壼
gmx	壏
gmx	壒
gmx	盩
gmx	壚
gmx	衋
gmy	臺北市
gn	均
gn	切
gn	考
gn	場
gn	勢
gn	劫
gn	坊
gn	垮
gn	塌
gn	趨
gn	塢
gn	翹
gn	圬
gnx	圴
gnx	坋
gnx	劼
gnx	坲
gnx	坳
gnx	耇
gnx	赲
gnx	埸
gnx	赹
gnx	堮
gnx	趀
gnx	塕
gnx	塝
gnx	趐
gnx	墈
gnx	翥
gnx	趜
gnx	翿
go	款
go	走
go	夫
go	坎
go	垓
go	堤
gox	欯
gox	趑
gox	歖
gox	趧
gox	躠
gp	志
gp	懿
gp3	埔心鄉
gpx	恚
gpx	愨
gpx	慹
gq	摯
gqx	摰
gr	吉
gr	嘉
gr	喜
gr	培
gr	超
gr	塘
gr	塔
gr	垢
gr	磬
gr	囍
grx	坫
grx	垥
grx	塎
grx	趌
grx	趏
grx	墡
grx	赯
grx	嚭
grx	壝
grx	鼛
grx	囍
gt	壹
gt	墟
gt	垃
gt	坩
gt'	嘉義縣
gt7	嘉義縣
gtw	嘉義縣
gtx	壴
gtx	塏
gtx	墱
gty	嘉義市
gu	罄
gu[	鼓山區
gux	赸
gux	堀
gux	趉
gvx	垵
gvx	塿
gw	瞽
gw	墻
gw	墦
gwc	埔里鎮
gwx	堌
gwx	堛
gwx	堳
gwx	塯
gwx	趥
gx	報
gx	教
gx	鼓
gx	趣
gx	殼
gx	坡
gx	圾
gx	穀
gx	赦
gx	墩
gx	赧
gx	轂
gx	埂
gx	敖
gxx	夌
gxx	埐
gxx	堎
gxx	埱
gxx	嗀
gxx	彀
gxx	墁
gxx	榖
gxx	墽
gxx	敼
gxx	縠
gxx	赮
gxx	觳
gxx	豰
gxx	鼖
gxx	皾
gxx	壧
gy	赤
gy	卦
gy	赴
gy	赫
gy	鼕
gy	坼
gy	坏
gyx	坽
gyx	塨
gyx	墂
h	竹
h'	範
h'	籠
h'	筵
h'	笆
h'	筑
h'	篦
h'x	笀
h'x	笓
h'x	笵
h'x	笣
h'x	箷
h'x	簏
h'x	籈
h,x	篎
h,x	簃
h,x	篸
h-	筧
h-	筑
h-x	笐
h-x	笎
h-x	筄
h-x	筅
h-x	筦
h-x	箎
h-x	篪
h-x	籯
h.	簾
h.	篆
h.x	笊
h.x	笒
h.x	箛
h.x	篴
h.x	籇
h.x	籧
h/	篡
h/x	篹
h0	籮
h0	籬
h0x	篧
h0x	籊
h0x	籗
h0x	鷑
h1	第
h1	篩
h1	簫
h1	節
h1	笫
h1c	竹北鄉
h1x	笚
h1x	箅
h1x	籪
h1y	竹北市
h3	纂
h4	簷
h5	籲
h5	籟
h5	簣
h5x	篔
h5x	篢
h5x	簀
h5x	籫
h8	簧
h8	箕
h8x	篊
h8x	簨
h8x	籅
h9	節
h9x	筇
h9x	笻
h9x	篽
h9x	篰
h;	等
h;	符
h;	簿
h;	籌
h;h;	等等
h;x	篿
h;x	簙
h[	簑
h[	筐
h[	箍
h[x	笸
h[x	筤
h[x	箍
h[x	篋
h[x	篚
h]	管
h]x	篲
h`	Ｈ
h``	ㄘ
h`l	ｈ
ha	簡
ha	籍
ha	簪
ha	箸
ha	箔
ha	籣
hax	簎
hax	簢
hb	箭
hb	筒
hb	篇
hb	竽
hb	篙
hb	箏
hb	籥
hb	筲
hb	劄
hbx	笴
hbx	筩
hbx	筲
hbx	筣
hbx	箐
hbx	箌
hbx	劄
hbx	箾
hbx	篝
hbx	篟
hbx	篱
hbx	簥
hbx	簼
hbx	簻
hd	策
hd	笨
hd	築
hd	篠
hd	籣
hdc	竹東鎮
hdx	筡
hdx	箖
hdx	箂
hdx	篥
hdx	篨
he	籐
he	籙
hex	籙
hfx	篜
hg	笙
hg	篁
hg	箠
hg	筌
hg3	竹塘鄉
hgx	筌
hgx	筀
hgx	筳
hgx	篞
hgx	簅
hgx	簊
hgx	籉
hgx	籦
hi	箋
hi	籤
hi	筏
hi	箴
hi	篾
hix	笢
hix	籛
hj	筆
hj	竿
hj	篷
hj	簞
hj	箄
hjc	竹東鎮
hjc	竹南鎮
hjx	筸
hjx	箤
hjx	篳
hjx	簟
hjx	簰
hjx	簳
hjx	籜
hk	笑
hk	筷
hk	簇
hk	篌
hkx	筴
hm	籃
hm	笨
hm	筵
hm	竺
hm	筮
hm	笮
hmx	笁
hmx	笪
hmx	筰
hmx	箜
hmx	篕
hmx	簋
hmx	簠
hmx	籚
hn	第
hn	筋
hn	筠
hn	篤
hn	筍
hn	篛
hn	笥
hnx	竻
hnx	笏
hnx	笉
hnx	笥
hnx	笰
hnx	笱
hnx	笫
hnx	箹
hnx	篣
hnx	篘
hnx	簜
hnx	簩
hnx	籩
ho	簽
ho	簌
hox	箑
hox	簁
hox	簐
hqx	篫
hr	答
hr	管
hr	笞
hr	笳
hrx	笤
hrx	笳
hrx	笘
hrx	筈
hrx	筎
hrx	筘
hrx	筥
hrx	筶
hrx	箈
hrx	箬
hrx	簭
hrx	簬
ht	算
ht	笠
ht	箝
ht	笲
htx	笄
htx	笲
htx	筭
htx	簦
hu3	竹崎鄉
huc	竹山鎮
hv	簍
hw	箱
hw	笛
hw	箇
hw	籀
hw3	竹田鄉
hwx	笝
hwx	箘
hwx	箵
hwx	簂
hwx	簹
hwx	籓
hx	筱
hx	簸
hx	笈
hxx	笅
hxx	笈
hxx	笯
hxx	筊
hxx	筱
hxx	箙
hxx	箯
hxx	簆
hxx	籔
hy	簾
hyx	笭
hyx	箊
hyx	篻
hyx	簝
hzx	簉
hzx	簻
i	戈
i	弋
i0	鵡
i0	鳶
i0x	隿
i5	貳
i5x	貣
i`	Ｉ
i``	ㄛ
i`l	ｉ
ib	划
ii	戔
iix	戔
ij	戎
im	或
im	式
im	盞
im	武
ip	惑
ipx	忒
it	戒
iy	弋
j	十
j'	七
j'	九
j'	乾
j'	也
j'	旭
j'	尤
j'	丸
j'	屯
j'	耗
j'	尢
j'	朮
j'	耙
j'	鼇
j'	尬
j'x	毠
j'x	毻
j'x	靘
j'x	麧
j'x	氂
j'x	麭
j'y'	九龍
j,	麥
j,x	尨
j,x	耖
j-	充
j-	克
j-	兢
j-	規
j-	靚
j-x	虓
j-x	靚
j.	丈
j.	夾
j.	吏
j.	犬
j.	爽
j/	耘
j/x	厹
j/x	麮
j0	雄
j0	鳩
j0	鴣
j0	鶘
j0x	鳺
j0x	鳷
j0x	鴐
j0x	雗
j0x	鵓
j0x	鵏
j0x	鶄
j0x	鶈
j0x	鶆
j0x	鶇
j0x	鶘
j0x	鶦
j0x	驁
j0x	騺
j0x	鷏
j0x	鶾
j0x	鷒
j1	帶
j1	布
j1	耕
j1	尬
j1	齧
j1x	巿
j1x	鼒
j2	輦
j2x	韗
j2x	轚
j3	素
j3	索
j3	繫
j3	纛
j3x	絜
j3x	纛
j4x	訄
j4x	謷
j5	賴
j5	賀
j5	責
j5	頓
j5	顛
j5	頰
j5	賁
j5	贅
j5x	頄
j5x	頍
j5x	賚
j5x	頛
j5x	韥
j6	拾
j7	拾
j73	麥寮鄉
j8	真
j9	邦
j9	郁
j9	聱
j9	郟
j98m	有限公司
j98n	有限公司
j9x	郙
j9x	郣
j9x	郪
j9x	郲
j9x	郬
j9x	郼
j9x	鄟
j9x	鄻
j;	專
j;	博
j;	耨
j;x	尃
j;x	攳
j=	毒
j[	東區
j[	南區
j[	表
j[	喪
j[	衷
j[	囊
j[	裘
j[	宦
j[	袈
j[x	耟
j[x	韔
j]	彗
j]	舂
j]	韜
j`	Ｊ
j`3	南庄鄉
j``	ㄨ
j`l	ｊ
ja	春
ja	旭
ja	替
jax	旮
jax	耤
jb	才
jb	有
jb	靜
jb	事
jb	胡
jb	朝
jb	南
jb	育
jb	青
jb	存
jb	刺
jb	甫
jb	脅
jb	剋
jb	孛
jb	耦
jb	剌
jb	冇
jb	耔
jb3	七股鄉
jbx	冇
jbx	耔
jbx	剚
jbx	哿
jbx	剸
jbx	尳
jbx	觢
jbx	孷
jbx	耩
jbx	韕
jbx	韝
jbx	麶
jc3	左鎮鄉
jcx	鏊
jd	來
jd	東
jd	未
jd	末
jd	秦
jd	架
jd	棄
jd	束
jd	柬
jd	棗
jd	棘
jd	耒
jd	榦
jdx	朿
jdx	栔
jdx	韎
jdx	槼
jdx	橐
jdx	韖
jdx	韘
jdx	斄
jdx	櫜
jdx	韟
je	泰
je	求
je3	南澳鄉
je[	南港區
jec	東港鎮
jex	洯
jex	桼
jex	漦
jf	灰
jf[	左營區
jfx	鰲
jg	在
jg3	古坑鄉
jg[	七堵區
jgc	東勢鎮
jgx	釐
jgx	尪
jgx	尰
jgx	墼
ji	載
ji	戴
ji	截
ji	裁
ji	栽
ji	哉
ji	戟
jix	戫
jj	韓
jj	奉
jj	幹
jj	井
jj	韋
jj	辜
jj	耕
jj	丰
jj	卅
jj	斡
jj	犛
jj	丼
jj[	南屯區
jjc	斗南鎮
jjx	卌
jjx	舝
jjx	麰
jjx	韟
jjx	韡
jk	契
jk	奏
jk	夫
jk	麩
jkx	猌
jkx	獒
jl	蠹
jl	蠢
jl	螯
jlx	蛪
jlx	螒
jlx	螯
jlx	蟗
jm	左
jm	直
jm	整
jm	矗
jm	尷
jm	盔
jm	舂
jm	韜
jm	韞
jmx	盚
jmx	韞
jn	力
jn	駕
jn	協
jn	翰
jn	勃
jn	切
jn	麴
jn	韌
jn	翅
jn	勣
jn	耡
jnx	劦
jnx	尥
jnx	勀
jnx	翃
jnx	剺
jnx	耡
jnx	耪
jnx	翸
jnx	韣
jo	夷
jo	靛
jo3	南化鄉
joc	布袋鎮
jox	疌
jox	疐
jox	歕
jp	惠
jp	慧
jp	勰
jpx	怷
jpx	恝
jpx	惷
jpx	憃
jpx	慦
jpx	憖
jq	挈
jq'	南投縣
jq7	南投縣
jqw	南投縣
jqx	摮
jqy	南投市
jr	加
jr	右
jr	古
jr	耜
jrma	古晉
jrx	砉
jrx	耞
jrx	耛
jrx	韐
jt	卉
jt	耕
jt	卅
jt3	七美鄉
jtx	麷
ju3	泰山鄉
ju3	東山鄉
jv	妻
jv3	泰安鄉
jv3	九如鄉
jvx	奿
jvx	姭
jvx	嫢
jvx	嫠
jvx	耬
jw	麵
jw	嗇
jwx	馗
jx	故
jx	支
jx	友
jx	救
jx	丈
jx	敷
jx	吏
jx	敖
jxx	犮
jxx	嘏
jxx	毄
jxx	韍
jxx	瞉
jxx	耰
jy	赫
jy3	南州鄉
jy[	古亭區
jyy	斗六市
k	大
k'	匏
k'	奄
k'	飆
k,	麥
k,1	大多數
k,m	大後天
k,w	大多數
k,x	奓
k-	飆
k-x	飆
k.	瓠
k/	套
k0	鵪
k0x	鴮
k0x	鵊
k0x	鵸
k0x	鷞
k0x	鷯
k1x	夼
k1x	奫
k3n	大約
k3x	綔
k5	頰
k73	大安鄉
k73	大寮鄉
k7[	大安區
k9	郟
k9x	奅
k9x	耷
k9x	郟
k;	奪
k[	奩
k`	Ｋ
k``	ㄜ
k`l	ｋ
k`w3	太麻里鄉
ka	奢
ka	奭
kac	大甲鎮
kb	奇
kb3	大同鄉
kb3	大肚鄉
kb[	大同區
kbx	刳
kbx	剞
kd-	大概
kd3	大村鄉
kd3	大樹鄉
ke3	大湖鄉
kec	大溪鎮
kg	奎
kg3	大城鄉
kg3	大埤鄉
kg3	大埔鄉
kg9	大都
kjx	羍
kjx	奲
kkx	猋
km3	大雅鄉
km3	太平鄉
km3	大武鄉
kmn	大馬
kn	夸
kn	夷
kn	麴
knx	夯
ko	夾
ko3	大內鄉
kox	欹
kt	奔
ktm	大前天
kw	奮
kw	麵
kw3	大園鄉
kw3	大里鄉
kwc	大甲鎮
kx	爽
kxx	攲
kxx	敧
ky	太
ky	犬
ky	奈
ky3	大社鄉
l	中
l	虫
l'	蛇
l'	蠟
l'	蠅
l'	蜿
l'	蜷
l'	虻
l'	蚍
l'x	虴
l'x	虼
l'x	蚍
l'x	蚆
l'x	蚅
l'x	蚝
l'x	蛫
l'x	螰
l'x	蠬
l,x	蛜
l,x	蛖
l,x	蝷
l,x	蟉
l,x	蟛
l,y	中和市
l-	￡
l-	蛻
l-	蜆
l-	蟯
l-x	虮
l-x	蚢
l-x	蚖
l-x	蚘
l-x	蜣
l-x	蜺
l-x	螝
l-x	螔
l.	蠔
l.x	蚇
l.x	蚙
l.x	蛌
l.x	蝝
l.x	蟓
l.x	蠓
l/	蚣
l/x	蜙
l0x	蜼
l0x	蠗
l0x	蠸
l0x	蠷
l1	蚓
l1	蜥
l1	蛉
l1	虯
l1x	虯
l1x	蚚
l1x	蚧
l1x	蜬
l1x	蜵
l1x	螄
l1x	螹
l1x	螮
l1x	蠐
l1x	蠨
l3	螺
l3x	蚿
l4	蟾
l5	貴
l5x	蝜
l5x	蝢
l5x	蟦
l5x	蟘
l5x	蠀
l5x	蠙
l73	中寮鄉
l8	螟
l8	蟥
l8x	蜞
l8x	螾
l8x	蟥
l8x	蟤
l9	螂
l9x	蝍
l;	蟳
l;x	蚹
l;x	蛶
l;x	蟳
l=x	蝳
l=x	蝎
l[	中區
l[x	蚷
l[x	蛝
l[x	蜋
l[x	蜄
l[x	蝘
l[x	螁
l[x	蠉
l[x	蠰
l]x	蜭
l`	Ｌ
l``	ㄠ
l`l	ｌ
la	蜡
lax	蚎
lax	蛨
lax	蝫
lax	蜡
lax	蝔
lax	螬
lax	蠩
lb	蚜
lb	蠣
lb	蝸
lb	蝴
lb	蜻
lb	蛹
lb	蝓
lb	蚵
lb	蜊
lb	蝙
lb	蠕
lb	蜩
lb	蚋
lb	蜉
lbx	虰
lbx	蚋
lbx	蚺
lbx	蛃
lbx	蛚
lbx	蛸
lbx	蜎
lbx	蜉
lbx	蜅
lbx	蜳
lbx	蜦
lbx	蝣
lbx	蝑
lbx	蝟
lbx	蝺
lbx	蝏
lbx	蝻
lbx	螖
lbx	螪
lbx	螭
lbx	蟜
lbx	蠵
ld	蝶
ld	蛛
ld	蠑
ldx	蚞
ldx	蜍
ldx	蝀
ldx	蜾
ldx	蝚
ldx	螓
ldx	蟝
ldx	蠂
ldx	蠑
lex	蛷
lfx	蟅
lfx	蟔
lfx	蟭
lg	蛀
lg	蛙
lg	蝗
lg	螳
lg	蜓
lg	蛭
lg3	中埔鄉
lgx	蜌
lgx	蝩
lgx	螼
lgx	螲
lgx	蟶
lgy	中壢市
li	蟻
li	蛾
lix	蚔
lix	蜮
lix	蝛
lix	蟣
lix	蟙
lix	蠛
lj	蜂
lj	蟬
lj	蟑
lj	蚌
lj	蟀
lj	蝌
lj	蚪
ljx	虷
ljx	蛘
ljx	蛑
ljx	蝆
ljx	蜱
ljx	蟫
ljx	蠌
lk	蟆
lk	蜈
lkx	蚨
lkx	蚗
lkx	蛈
lkx	蛦
lkx	蛺
lkx	蜧
lkx	蝡
lkx	蝧
lkx	螏
lkx	螇
lkx	螑
ll	串
